generation,best_fitness,avg_fitness,mutation_rate
0,0.808695652173913,-0.24991724989072747,0.15
1,0.8612940574113979,0.034121000401210744,0.1425
2,0.8612940574113979,0.24427775942201163,0.135375
3,0.8666666666666667,0.39294558237391086,0.12860624999999998
4,0.9130434782608696,0.4796400593918456,0.12217593749999997
5,0.9130434782608696,0.5051900023079167,0.11606714062499997
6,0.9130434782608696,0.5046124659293362,0.11026378359374997
7,0.9130434782608696,0.6418790957794688,0.10475059441406247
8,0.92,0.6803293288766085,0.09951306469335934
9,0.9333333333333333,0.7102867921834911,0.09453741145869136
10,0.9333333333333333,0.8275569332167959,0.0898105408857568
11,0.9333333333333333,0.8299001639288028,0.08532001384146895
12,0.9333333333333333,0.8207415837016739,0.0810540131493955
13,0.9333333333333333,0.8261018840066238,0.07700131249192572
14,0.9333333333333333,0.8131078371843313,0.07315124686732943
15,0.9333333333333333,0.7926112946462972,0.06949368452396296
16,0.9333333333333333,0.7939391646531934,0.06601900029776481
17,0.9384615384615385,0.812237024440945,0.06271805028287657
18,0.9384615384615385,0.8416202002654565,0.05958214776873273
19,0.9384615384615385,0.8477970411248534,0.056603040380296094
20,0.9384615384615385,0.8247956192640825,0.05377288836128129
21,0.9384615384615385,0.8530632952352023,0.05108424394321722
22,0.9384615384615385,0.8368392089119131,0.04853003174605636
23,0.9428571428571428,0.77968050138727,0.046103530158753535
24,0.9714285714285714,0.7890411451061711,0.04379835365081586
25,0.9714285714285714,0.8315648316983624,0.04160843596827506
26,0.9714285714285714,0.8397977267385075,0.039528014169861306
27,0.9714285714285714,0.7954296042510084,0.03755161346136824
28,0.9714285714285714,0.8498888354164873,0.03567403278829983
29,0.9714285714285714,0.8061406578868929,0.03389033114888484
30,0.9714285714285714,0.8590315357687355,0.032195814591440594
31,0.9733333333333334,0.8695104498262459,0.030586023861868563
32,0.9733333333333334,0.9268890721554308,0.029056722668775133
33,0.9733333333333334,0.9415816387358313,0.027603886535336374
34,0.9995238980044439,0.8749423966496286,0.026223692208569554
35,0.9995238980044439,0.9194458616693091,0.024912507598141075
36,0.9995238980044439,0.8844721099386175,0.02366688221823402
37,0.9995238980044439,0.9108645322878176,0.02248353810732232
38,0.9995238980044439,0.9247368232620979,0.021359361201956202
39,0.9995238980044439,0.9457812262645756,0.02029139314185839
40,1.0,0.8996288400843317,0.01927682348476547
41,1.0,0.9628985327228743,0.018312982310527196
42,1.0,0.9171649778717462,0.017397333195000836
43,1.0,0.9050323861541044,0.016527466535250793
44,1.0,0.926809261364048,0.015701093208488254
45,1.0,0.9286287410146531,0.01491603854806384
46,1.0,0.922892815630547,0.014170236620660647
47,1.0,0.9522204616619538,0.013461724789627615
48,1.0,0.9656668644580796,0.012788638550146234
49,1.0,0.9544220227774225,0.012149206622638922
50,1.0,0.9921693941813939,0.011541746291506975
51,1.0,0.9305642384464404,0.010964658976931626
52,1.0,0.9923118606976583,0.010416426028085044
53,1.0,0.9835213221801712,0.01
54,1.0,0.9746368957430326,0.01
55,1.0,0.9909419198457375,0.01
56,1.0,0.9809236721232679,0.01
57,1.0,0.9707614541256777,0.01
58,1.0,0.9922569552229086,0.01
59,1.0,0.9934911279346608,0.01
60,1.0,0.9908326879117537,0.015
61,1.0,0.9444224116743786,0.014249999999999999
62,1.0,0.9895822848088843,0.013537499999999997
63,1.0,0.9841920083624605,0.012860624999999997
64,1.0,0.9847537268472611,0.012217593749999997
65,1.0,0.9670133881769465,0.011606714062499997
66,1.0,0.9862149548812209,0.011026378359374997
67,1.0,0.9901141445275694,0.010475059441406247
68,1.0,0.9527188650601509,0.01
69,1.0,0.9731240263251241,0.01
70,1.0,0.9946862596496537,0.01
71,1.0,0.9950436773465864,0.01
72,1.0,0.9899171220206334,0.01
73,1.0,0.9760031386913739,0.01
74,1.0,0.994696108204296,0.01
75,1.0,0.99447756994459,0.01
76,1.0,0.9670615766805138,0.01
77,1.0,0.9657204018754143,0.01
78,1.0,0.9716350284007531,0.01
79,1.0,0.9955993323808592,0.01
80,1.0,0.993597666510528,0.015
81,1.0,0.9888474432042487,0.014249999999999999
82,1.0,0.9826783561298901,0.013537499999999997
83,1.0,0.9897866924702368,0.012860624999999997
84,1.0,0.9944816742776882,0.012217593749999997
85,1.0,0.9695717976635327,0.011606714062499997
86,1.0,0.9877574359151814,0.011026378359374997
87,1.0,0.983731282415007,0.010475059441406247
88,1.0,0.9715992084755076,0.01
89,1.0,0.9911553456452887,0.01
90,1.0,0.9902946929343134,0.01
91,1.0,0.9914888570465022,0.01
92,1.0,0.9927129751404487,0.01
93,1.0,0.9528581078291907,0.01
94,1.0,0.9886753667012291,0.01
95,1.0,0.973385589785131,0.01
96,1.0,0.9905289845286213,0.01
97,1.0,0.9969434013765628,0.01
98,1.0,0.9870734929691571,0.01
99,1.0,0.9926377122911579,0.01
100,1.0,0.9647957410801433,0.015
101,1.0,0.9700003023884787,0.014249999999999999
102,1.0,0.9896223002044552,0.013537499999999997
103,1.0,0.9759493235522647,0.012860624999999997
104,1.0,0.9494138173120359,0.012217593749999997
105,1.0,0.9893665481155057,0.011606714062499997
106,1.0,0.9953121464039808,0.011026378359374997
107,1.0,0.9700394971465701,0.010475059441406247
108,1.0,0.985036868192208,0.01
109,1.0,0.9942510947071372,0.01
110,1.0,0.9901217209362181,0.01
111,1.0,0.9936734077524682,0.01
112,1.0,0.993791655858676,0.01
113,1.0,0.9921246317998441,0.01
114,1.0,0.9981585602802994,0.01
115,1.0,0.9892435549284109,0.01
116,1.0,0.9829058352439048,0.01
117,1.0,0.9928393414617657,0.01
118,1.0,0.9870377030648987,0.01
119,1.0,0.9900142676406074,0.01
120,1.0,0.9889846486571864,0.015
121,1.0,0.9898747983175469,0.014249999999999999
122,1.0,0.9892617070616696,0.013537499999999997
123,1.0,0.9837027694149453,0.012860624999999997
124,1.0,0.9912136496828475,0.012217593749999997
125,1.0,0.9503154412397247,0.011606714062499997
126,1.0,0.9938789808667758,0.011026378359374997
127,1.0,0.9927643242153746,0.010475059441406247
128,1.0,0.9899623358120843,0.01
129,1.0,0.989731363398479,0.01
130,1.0,0.9919638593651325,0.01
131,1.0,0.9907728222883239,0.01
132,1.0,0.9759898115551244,0.01
133,1.0,0.9953713901856759,0.01
134,1.0,0.9908963025773226,0.01
135,1.0,0.9647829239702682,0.01
136,1.0,0.9703433172328977,0.01
137,1.0,0.9946677009332157,0.01
138,1.0,0.9942586584631928,0.01
139,1.0,0.9892074950323284,0.01
140,1.0,0.9935831861121335,0.015
141,1.0,0.9641389676456495,0.014249999999999999
142,1.0,0.9906712867314005,0.013537499999999997
143,1.0,0.9602400466603411,0.012860624999999997
144,1.0,0.9924017199289675,0.012217593749999997
145,1.0,0.9906682755934578,0.011606714062499997
146,1.0,0.9937607836096929,0.011026378359374997
147,1.0,0.9676792342782551,0.010475059441406247
148,1.0,0.9963283237848297,0.01
149,1.0,0.990229208272996,0.01
150,1.0,0.9978926482873851,0.01
151,1.0,0.9694097426910028,0.01
152,1.0,0.9956806045661953,0.01
153,1.0,0.9949509657643625,0.01
154,1.0,0.9940723527191231,0.01
155,1.0,0.9743987475511946,0.01
156,1.0,0.9936337510442773,0.01
157,1.0,0.997038236617184,0.01
158,1.0,0.9929499262219054,0.01
159,1.0,0.988656796827781,0.01
160,1.0,0.9697382300512638,0.015
161,1.0,0.9895930629520738,0.014249999999999999
162,1.0,0.9938865714440079,0.013537499999999997
163,1.0,0.9933375108573779,0.012860624999999997
164,1.0,0.992962981135385,0.012217593749999997
165,1.0,0.9863888659919666,0.011606714062499997
166,1.0,0.9885316693739071,0.011026378359374997
167,1.0,0.9915712029489326,0.010475059441406247
168,1.0,0.992275655061919,0.01
169,1.0,0.9958843981627209,0.01
170,1.0,0.9959844933959235,0.01
171,1.0,0.992392320404682,0.01
172,1.0,0.9949507722448387,0.01
173,1.0,0.9977861598301905,0.01
174,1.0,0.9737258511879319,0.01
175,1.0,0.9947658548759962,0.01
176,1.0,0.9705743992011034,0.01
177,1.0,0.9948566152665247,0.01
178,1.0,0.9899742666726767,0.01
179,1.0,0.9873020372355188,0.01
180,1.0,0.9964157949220879,0.015
181,1.0,0.9857855614286644,0.014249999999999999
182,1.0,0.9914512632392593,0.013537499999999997
183,1.0,0.9906115654327763,0.012860624999999997
184,1.0,0.9964100587066897,0.012217593749999997
185,1.0,0.9753683269922767,0.011606714062499997
186,1.0,0.9826617762546094,0.011026378359374997
187,1.0,0.9910394906427038,0.010475059441406247
188,1.0,0.9925218487394958,0.01
189,1.0,0.9887617512240782,0.01
190,1.0,0.9900023382337463,0.01
191,1.0,0.9958770295803967,0.01
192,1.0,0.9962634679390097,0.01
193,1.0,0.9712247707083932,0.01
194,1.0,0.9959717073619291,0.01
195,1.0,0.9859936983816127,0.01
196,1.0,0.9918728478306358,0.01
197,1.0,0.9845654122149488,0.01
198,1.0,0.9870946941794074,0.01
199,1.0,0.9910183129500293,0.01
200,1.0,0.9921488109735423,0.015
