generation,best_fitness,avg_fitness,mutation_rate
0,0.3909375,0.25318110592253995,0.15
1,0.40950000000000003,0.2570914496753831,0.1425
2,0.40950000000000003,0.2642586235783115,0.135375
3,0.4131818181818182,0.2843668121249281,0.12860624999999998
4,0.4131818181818182,0.09192313395834731,0.12217593749999997
5,0.41625,0.09815366402052993,0.11606714062499997
6,0.41884615384615387,0.1068185916224329,0.11026378359374997
7,0.423,0.1307398352373635,0.10475059441406247
8,0.423,0.11270125863085637,0.09951306469335934
9,0.43312500000000004,0.11535589190896917,0.09453741145869136
10,0.43312500000000004,-0.011471255106059602,0.0898105408857568
11,0.43312500000000004,0.011527117037702136,0.08532001384146895
12,0.43312500000000004,0.06123084844553483,0.0810540131493955
13,0.43875,0.048450885874716805,0.07700131249192572
14,0.43875,0.16348776576417418,0.07315124686732943
15,0.43875,0.13010954094119884,0.06949368452396296
16,0.4396153846153847,0.2502789004010449,0.06601900029776481
17,0.44156249999999997,0.3124929979080737,0.06271805028287657
18,0.44156249999999997,0.2574333407045113,0.05958214776873273
19,0.44156249999999997,0.32224806156044344,0.056603040380296094
20,0.44156249999999997,0.32498643124644216,0.05377288836128129
21,0.4420588235294118,0.34234211836128586,0.05108424394321722
22,0.4420588235294118,0.3207139843405843,0.04853003174605636
23,0.4420588235294118,0.31038361771524625,0.046103530158753535
24,0.44250000000000006,0.3500801395677047,0.04379835365081586
25,0.44250000000000006,0.39853115121321314,0.04160843596827506
26,0.44250000000000006,0.3988433708555759,0.039528014169861306
27,0.44250000000000006,0.4111178325309692,0.03755161346136824
28,0.44250000000000006,0.4245623372286743,0.03567403278829983
29,0.44289473684210523,0.3985228102090754,0.03389033114888484
30,0.44289473684210523,0.42030559035859627,0.032195814591440594
31,0.44289473684210523,0.4030027569742558,0.030586023861868563
32,0.44325,0.41186189042266036,0.029056722668775133
33,0.44325,0.4325664821527642,0.027603886535336374
34,0.44325,0.4168180211713006,0.026223692208569554
35,0.44325,0.39602936921257137,0.024912507598141075
36,0.44325,0.4310624395242304,0.02366688221823402
37,0.44325,0.40549617217632306,0.02248353810732232
38,0.44325,0.43853629049793036,0.021359361201956202
39,0.4435714285714286,0.4298611037002998,0.02029139314185839
40,0.4435714285714286,0.42823287396690185,0.01927682348476547
41,0.44386363636363635,0.41901957955509045,0.018312982310527196
42,0.44386363636363635,0.4315384981125237,0.017397333195000836
43,0.44386363636363635,0.4305223295072697,0.016527466535250793
44,0.44386363636363635,0.4296384759257046,0.015701093208488254
45,0.44386363636363635,0.4407219983577505,0.01491603854806384
46,0.44386363636363635,0.44234151258781274,0.014170236620660647
47,0.44386363636363635,0.44028166259681845,0.013461724789627615
48,0.44386363636363635,0.44042305317914915,0.012788638550146234
49,0.44386363636363635,0.4406732017616154,0.012149206622638922
50,0.44386363636363635,0.44113500023087643,0.011541746291506975
51,0.44386363636363635,0.4406087370623707,0.010964658976931626
