Date,Close,Volume,SMA_20,SMA_50,SMA_200,RSI,MACD,Signal,BB_Upper,BB_Lower,Daily_Return,Volume_Change
2020-10-15,0.0803377218455596,0.06316450790892117,0.07699981627879976,0.08569462987164156,0.0,0.6090956933854232,0.37988793982113006,0.37117458659617003,0.07214485248482749,0.0892616525776932,0.6396247900290017,0.12532071228220076
2020-10-16,0.07853891394095164,0.06839367286306469,0.0762275653507361,0.08465631502895044,0.0006993106449145747,0.5366641121774036,0.38010747171623527,0.372845999282741,0.06935135316791063,0.0908903699406462,0.5968703646474308,0.222351777671637
2020-10-19,0.07880002264890046,0.05458036332891013,0.07604947383921529,0.08382912635196083,0.001361568880236863,0.4894985925559121,0.3806451158621104,0.3743279242507451,0.06898287356403032,0.0909474826296997,0.6207383586667541,0.15220113403212843
2020-10-20,0.08129516471209225,0.06675787075636765,0.07614403625706151,0.08310317201543194,0.0020101870349663598,0.5626778460929563,0.38310136679953366,0.37617496572574277,0.06918000748674347,0.09091544778761268,0.6466877581974051,0.2547812658739561
2020-10-21,0.08521197241420592,0.07176861561586247,0.07705970837524606,0.08314712915203071,0.002674481233034487,0.5551061860236938,0.3880990418891335,0.3789985402022443,0.06958694823426748,0.09234007727186161,0.6629837895337273,0.22067957450285652
2020-10-22,0.08007661313761066,0.08150240144673955,0.07759398050498673,0.08312914650228465,0.0033253388225265024,0.49207550437658987,0.38824188161610873,0.3812958684481488,0.06927715460890982,0.0938033937644111,0.5587804700602332,0.2360761490282191
2020-10-23,0.0795253541292385,0.052641591413506814,0.07817710900217983,0.08281678599612252,0.003989225765916649,0.4541962415674464,0.38801747258876185,0.3830732946675971,0.06836939504760497,0.09605848009318513,0.6113159747931121,0.11166294675642485
2020-10-26,0.07926424542128968,0.04308042791549726,0.07846867445318745,0.08255104724976536,0.004633365051120664,0.5339972937453091,0.3877254999708172,0.3844166034798208,0.0681459080816964,0.09691991128849681,0.6146749016412953,0.1597483069640558
2020-10-27,0.08062787214598283,0.05155653674976808,0.07859948475578532,0.0820528694170809,0.005309263367035966,0.5547563843602187,0.3886024540166595,0.38572742608008553,0.06824322907786806,0.09707816742956127,0.6335296791419563,0.24581818505687555
2020-10-28,0.07224304200410364,0.12092487992766303,0.07844345989260765,0.08125032393159692,0.00592897265251191,0.4222832734205415,0.38307400414988113,0.3852871980586716,0.06863788134146709,0.09629948644004388,0.5206468255240001,0.5150060699886321
2020-10-29,0.07012504220659793,0.08264734549126906,0.07792337140409739,0.080794769907652,0.006516515652598809,0.2485042709861458,0.37729013182503957,0.3833773408275239,0.06933920504962876,0.0944132825365645,0.592784986650657,0.11647590328838012
2020-10-30,0.07244611179782373,0.06889040243315288,0.07755458230317663,0.08030857983062756,0.007125027764261382,0.3063860370379472,0.3747013086818992,0.381152250059243,0.06952725901377521,0.09343299062164662,0.6451253159138466,0.1595359553652534
2020-11-02,0.0774073986024531,0.05944197188722007,0.07731817866338303,0.08003418258323414,0.0077628559998556,0.4903641293954826,0.376625365447528,0.37989035187797954,0.06922006646025725,0.09329865723347402,0.6760512382398365,0.16819556416326303
2020-11-03,0.0803377218455596,0.07211033737684512,0.0775734938248171,0.07989565164793433,0.008417988676211907,0.5095440550465395,0.38054002733804876,0.37993510457026164,0.06937033683730331,0.09365337387948508,0.6518347371137343,0.2534156372062209
2020-11-04,0.08004761581585645,0.1136817877567317,0.07782565866919239,0.07973580880826459,0.009070068029738088,0.4776166071368746,0.383554381927945,0.3807827130644572,0.06946140969208825,0.0940699479416704,0.6143438013072434,0.34635291018542247
2020-11-05,0.09197202285272282,0.17222659323367429,0.07862627687971663,0.07970716969820568,0.009799101742617888,0.6423708678933693,0.3949897669364205,0.3845405032515675,0.07189443424049535,0.09291629199233326,0.7558866951627028,0.34056457420192454
2020-11-06,0.09272639592553539,0.10500369904999002,0.07895881809588573,0.07983704213246934,0.010515920610955964,0.6465289658202856,0.40451510445228295,0.3901120372457899,0.07334181287320696,0.09193258051361825,0.6262491944756167,0.09249795639302826
