feature,weight,threshold
Close,0.1586640370895342,0.6
Volume,0.28448093106906813,0.19421534059456563
SMA_20,0.0,0.5320687971814484
SMA_50,0.41722249720661997,0.5445955183109659
SMA_200,0.7241917017491767,0.5729554908675066
RSI,0.26033873054962275,0.1
MACD,0.42126781175520106,0.534761437791328
Signal,0.7022754433211742,0.5212304498086942
BB_Upper,0.2304761150792904,0.36504355598381155
BB_Lower,0.0,0.31782834710026475
Daily_Return,1.0,0.5743073176868364
Volume_Change,0.6016956766148068,0.400849125679474
ATR,0.5113581258957176,0.34399311748963335
OBV,0.7679087266248664,0.4069093646792291
VWAP,0.05875290098000649,0.4792051976641898
Williams_R,0.6316605333807619,0.45121524205833957
Stoch_K,0.21993282374961934,0.15777860012794628
