feature,weight,threshold
Close,0.6798243045087138,0.5101382826864939
Volume,0.7391830020765008,0.6
SMA_20,0.27366408339104376,0.42833056126698277
SMA_50,0.6685854458209842,0.6
SMA_200,0.542186888928625,0.6
RSI,0.5888055554755423,0.5601288734982668
MACD,0.46748635056605564,0.4336170238747457
Signal,0.6498823767322192,0.21086376285230535
BB_Upper,0.9977592490257865,0.5529999132921597
BB_Lower,0.44436616263823236,0.6
Daily_Return,0.36385237979041096,0.05446448612620779
Volume_Change,0.17122188476401118,0.21431580789622914
ATR,0.4414524599803318,0.4002059473782749
OBV,0.29693873781772273,0.32817595362751795
VWAP,0.0,0.6
Williams_R,0.41832619757783523,0.0002420541727316154
Stoch_K,0.2325225354879707,0.6
