feature,weight,threshold
Close,0.9136462743493236,0.6
Volume,0.8447928838807276,0.5623882420685754
SMA_20,0.5293757308841193,0.5385480322244263
SMA_50,0.9889706238168983,0.6
SMA_200,0.5081134526067792,0.6
RSI,0.5199466128048512,0.5305407955579308
MACD,0.47995443130070375,0.1521038689176432
Signal,0.7864602773120742,0.0
BB_Upper,1.0,0.6
BB_Lower,0.4651065973434257,0.009801527267257575
Daily_Return,0.04076242354813961,0.09150191237481813
Volume_Change,0.37025371555752706,0.2337125226957295
ATR,0.426856683241255,0.4722607019021328
OBV,0.310711411957011,0.10153284458085682
VWAP,0.19619853388928524,0.5325422028787332
Williams_R,0.2170839597825231,0.0
Stoch_K,0.15643060713240822,0.6
