feature,weight,threshold
Close,0.17171041253751948,0.4346272940255409
Volume,0.45645219451427166,0.12842035419163628
SMA_20,0.3125439656939619,0.24592765058913602
SMA_50,0.702991418883045,0.5665451224567031
SMA_200,0.40260425252764975,0.6
RSI,0.8639125837942603,0.5814803038218584
MACD,0.6463221315345906,0.2551581208741387
Signal,0.6713921402530567,0.4970906618065981
BB_Upper,0.34883098199394025,0.6
BB_Lower,0.8626687313722046,0.3268009892674854
Daily_Return,0.8202093968645919,0.00023985027433520711
Volume_Change,0.3735910064723913,0.2024052795037623
ATR,0.7343224837965577,0.6
OBV,0.444072556386295,0.2638527198462443
VWAP,0.12818207318280406,0.3285755296193606
Williams_R,0.6665032813646764,0.6
Stoch_K,0.13832907011604922,0.055668559031514284
