feature,weight,threshold
Close,0.2457929102381412,1.0
Volume,0.15424362209507125,0.4541508521270158
SMA_20,0.08448320541245748,0.810317413252964
SMA_50,0.2976342019068744,0.9144774804998799
SMA_200,0.6053140862973392,0.3384315681742069
RSI,0.03170217610456921,0.704516106789143
MACD,0.025040203005183614,0.6592137338809612
Signal,1.0,0.48129906706345676
BB_Upper,0.8865037117641529,0.8361347921016506
BB_Lower,0.7884901313292334,0.9892581908699567
Daily_Return,0.0,0.9299500260892566
Volume_Change,0.7648129483558401,0.5519519602720524
ATR,0.7778345269431804,0.8576871922957763
OBV,0.012051863015925202,0.026017403551570006
VWAP,0.6039446649786266,0.5098303660570493
Williams_R,0.7403289920566876,0.39294450001972653
Stoch_K,0.07699138055401397,1.0
