feature,weight,threshold
Close,0.24488060619253735,0.0
Volume,0.9989749587244522,0.7793575447858054
SMA_20,0.8842794597966649,0.5955443787167958
SMA_50,0.8490531840755421,0.11848725501566298
SMA_200,0.9802047848986818,0.09035887670141796
RSI,0.7046852142375206,0.0
MACD,0.5942944280138205,0.8303084488565946
Signal,0.6940203731598674,0.9576934080154231
BB_Upper,0.42474923903388895,0.13037577543085335
BB_Lower,0.39152165545679496,0.3650008185647099
Daily_Return,0.5850461555553134,0.15065275743291295
Volume_Change,0.41296473178436754,0.06407266483052647
ATR,0.7317937652807883,0.588164296536287
OBV,0.7433253543857976,0.45771219074594166
VWAP,0.9439980922599414,0.013972719418462565
Williams_R,0.13694837545350216,1.0
Stoch_K,0.0,0.5033091489923861
