feature,weight,threshold
Close,0.9542340910501895,1.0
Volume,0.5094233735466064,0.5858584832747289
SMA_20,0.6927181367429553,0.9949834546447589
SMA_50,0.2303718568003635,0.5752123629706513
SMA_200,0.1440585994651788,0.7193051801579131
RSI,0.7225868408753364,0.977449687963702
MACD,0.652787224491315,0.022458113709076695
Signal,0.34421863674930053,0.6179925111234488
BB_Upper,0.0,0.14842074626520416
BB_Lower,0.36105700579305666,0.917923623159645
Daily_Return,0.0334597539731818,0.5169504923751994
Volume_Change,0.9381656674365058,0.49222968944502493
ATR,0.4314013490466478,0.6247979142765179
OBV,0.7552561521309478,0.20977309569984484
VWAP,0.6999223607977247,0.9702029478335343
Williams_R,0.45426532033004,0.6500853545328841
Stoch_K,0.812181930010038,0.24325085279649
