feature,weight,threshold
Close,0.0,0.8913559844191521
Volume,0.9037991420344271,0.41280995638268025
SMA_20,0.45169122158022845,0.14253520212127835
SMA_50,0.2678672254858256,0.05816718840203594
SMA_200,0.07781596874972116,1.0
RSI,0.17666698132716163,0.692144490252753
MACD,1.0,1.0
Signal,1.0,0.47230789891456154
BB_Upper,0.15087113051326065,0.8656812379948071
BB_Lower,0.8748118738312266,0.7106094303583377
Daily_Return,0.11040041135015906,0.2324639500962279
Volume_Change,0.9270860373092702,0.25179988901729694
ATR,0.9519287900809079,0.5592620074412616
OBV,0.08214763371444973,0.42081257406449957
VWAP,0.7980256434875242,0.8592897662195093
Williams_R,0.4600374849032126,0.31221427292207826
Stoch_K,0.8025567217870547,0.9566203778309494
