feature,weight,threshold
Close,0.5663296442093105,0.9255984234604085
Volume,0.01751435563634734,0.5641602643601995
SMA_20,0.18472228715888112,0.39585723233930126
SMA_50,0.6062110557758018,0.8385605345022376
SMA_200,0.3261834791300274,0.8432292367886718
RSI,0.6378300365291328,0.5912712554846833
MACD,0.34688072178091833,0.15795743596189232
Signal,0.8430328258775828,0.4854713220082087
BB_Upper,0.400458870380946,0.0
BB_Lower,0.275564134687997,0.7341452044145623
Daily_Return,0.2333660592963138,0.051300067292619565
Volume_Change,0.8485617010260225,0.7842755501545495
ATR,0.30657659322488734,0.09919478084096509
OBV,0.0,0.6459630431302607
VWAP,0.40260079443055674,0.04240839693167872
Williams_R,0.43327366075931784,0.01272225444797874
Stoch_K,0.1324129624907096,0.5205070213193572
