feature,weight,threshold
Close,0.5247593200314853,0.43921648796708
Volume,0.7093725723167986,0.036340024166406935
SMA_20,0.14965965389692124,0.6
SMA_50,0.33697141974820793,0.1
SMA_200,0.6522526386176623,0.6
RSI,0.13546394354178004,0.4352725671102341
MACD,1.0,0.3619023303608648
Signal,0.16396209989067143,0.14084138141126942
BB_Upper,0.834143386667747,0.4573899457177401
BB_Lower,1.0,0.5672164681450512
Daily_Return,0.0,0.24384169809489728
Volume_Change,1.0,0.5384934477799006
ATR,0.17952746344131398,0.49955856818306754
OBV,0.0,0.0
VWAP,0.45792302074044006,0.11017004510613315
Williams_R,0.25496954405593675,0.5236499453825831
Stoch_K,0.8970153786270143,0.5894576740812915
