feature,weight,threshold
Close,0.1614427958239435,0.7995126057182287
Volume,0.6997368413975743,0.9985449249028088
SMA_20,1.0,0.878850213011353
SMA_50,0.9697937077507195,1.0
SMA_200,1.0,0.8750998970614726
RSI,0.5311927740189818,0.6496457518767456
MACD,0.2571504740307766,0.4224190434280547
Signal,0.8522489181779956,0.3575953673829239
BB_Upper,0.38586509063395535,0.015567604336382998
BB_Lower,0.14388360588714136,0.5034075951277625
Daily_Return,0.04001459923590099,0.3178782965093664
Volume_Change,0.36704869714656485,0.5891121587636164
ATR,0.15733418550014783,0.18051042707233209
OBV,0.5794533567998761,0.21532329965503336
VWAP,1.0,1.0
Williams_R,0.5160878012571124,0.780456724547434
Stoch_K,0.3119419928378321,0.2689453733683452
