feature,weight,threshold
Close,0.006675768345527438,0.3064004609450521
Volume,0.4776631084851006,0.46363096685578614
SMA_20,0.5950509370423834,1.0
SMA_50,0.9966661266439907,0.9923047743198845
SMA_200,0.49655881704361604,0.7227313751066693
RSI,0.5699829035940329,0.23664519079662366
MACD,0.29337030228493866,0.4241323798674415
Signal,0.7710061617155635,0.2557173540453997
BB_Upper,0.7247602328095745,0.18362045206822966
BB_Lower,0.2558233145043468,0.9662418914208646
Daily_Return,0.937779266168951,0.5267732313623077
Volume_Change,0.9830969510969723,0.9238744994985063
ATR,0.4180027198787865,1.0
OBV,0.5012233101026715,0.7907000743506536
VWAP,0.3553534288771231,0.8009650796277307
Williams_R,0.7301468703512186,0.8163943533137997
Stoch_K,0.5391405138090779,0.8748827691361468
