feature,weight,threshold
Close,0.6648642644640278,0.6
Volume,0.7560011848795903,0.4508616421497783
SMA_20,0.49295149648141134,0.6
SMA_50,0.6015969207959571,0.6
SMA_200,0.30893082640760944,0.33487360194650884
RSI,0.717307715052015,0.5745230981264112
MACD,0.9293692347751827,0.38986236602905483
Signal,0.3282051202330386,0.028985222370134373
BB_Upper,0.18270923251317445,0.6
BB_Lower,0.34128978668434096,0.6
Daily_Return,0.45743291777484263,0.5105804047279385
Volume_Change,0.8067299711062618,0.4658987106050386
ATR,0.38671962482831024,0.6
OBV,0.0063874344328840316,0.6
VWAP,0.7301194432366951,0.3007391074606005
Williams_R,0.2073187298654052,0.5535799921023867
Stoch_K,0.7943590590590494,0.44054305151921697
