feature,weight,threshold
Close,0.4119381932592339,0.6
Volume,0.44847002576315,0.11424909221223821
SMA_20,0.229009827452721,0.3865718820324877
SMA_50,0.6500147363563238,0.6
SMA_200,0.30152162071467253,0.5486194042035695
RSI,0.2756067582124865,0.6
MACD,0.4778289286565794,0.509734659876444
Signal,0.43867948792850525,0.5161522456345546
BB_Upper,0.7877602742569917,0.6
BB_Lower,0.0032534697609883922,0.5748060300696832
Daily_Return,0.588243168932191,0.38097472596767457
Volume_Change,0.5605076255164362,0.5354511168738572
ATR,0.9416779907719406,0.33078833229510873
OBV,0.1291971087325377,0.2881917466846947
VWAP,0.3025614340657887,0.3588687260421686
Williams_R,0.5771792322862274,0.28628264964042366
Stoch_K,0.23567102543827412,0.545087742051691
