feature,weight,threshold
Close,0.12382591682057613,0.6
Volume,1.0,0.40384337507190965
SMA_20,0.7849340588691726,0.6
SMA_50,0.2035796882620889,0.6
SMA_200,0.0,0.23182659376215647
RSI,0.48320027024382495,0.6
MACD,0.341505790484741,0.3633866495444341
Signal,0.5238478149657163,0.2577216502872939
BB_Upper,0.2406794554741762,0.6
BB_Lower,0.36410557427560925,0.6
Daily_Return,0.5808756434766428,0.0
Volume_Change,0.36957045597188665,0.09339398981519327
ATR,0.5024533634025237,0.6
OBV,0.5185595406047957,0.12746982503956095
VWAP,0.12818207318280406,0.6
Williams_R,0.8153661683157813,0.5820314051036324
Stoch_K,0.5977021757230329,0.5456808803728761
