feature,weight,threshold
Close,0.6940450131861471,0.6
Volume,0.8462129328940957,0.5544609751553046
SMA_20,0.15149498876789141,0.2804274832294163
SMA_50,0.7396186388881405,0.5633879534354499
SMA_200,0.18265960186315425,0.4055594928614381
RSI,0.7807535894320159,0.5155163086195784
MACD,0.4288794682805268,0.34401569122025244
Signal,0.01678316091380147,0.0
BB_Upper,0.8786653039130745,0.54404813274514
BB_Lower,0.33460258262627224,0.558126374978424
Daily_Return,0.29784511135163166,0.12593717818429137
Volume_Change,0.6548694831004551,0.22204354415590413
ATR,0.42924703394204194,0.43120122413098605
OBV,0.2893498145862858,0.24369499321266053
VWAP,0.10202524963828438,0.3952809000565387
Williams_R,0.4748774196467445,0.0
Stoch_K,0.15323222521831326,0.6
