feature,weight,threshold
Close,0.4169867177878432,0.39088027727914343
Volume,0.42970858133123296,0.1339012739073573
SMA_20,0.748913961575216,0.29034523241617183
SMA_50,0.7551939863484592,0.6
SMA_200,0.4664747961379294,0.015142632441231506
RSI,0.11210525188277173,0.08935234826096733
MACD,0.7073731256757317,0.4228003325467935
Signal,0.43220771963238275,0.48923269440228945
BB_Upper,0.4112743302756744,0.336270755808737
BB_Lower,0.5298217976380064,0.6
Daily_Return,0.7788565001080647,0.5293407228188355
Volume_Change,0.7276490258587797,0.010593345527872595
ATR,0.0,0.46511586299774016
OBV,0.22464258842876453,0.22299229123690825
VWAP,0.9289941156653991,0.29246421050956944
Williams_R,0.864025825530979,0.5704266476580987
Stoch_K,0.07498481740692692,0.6
