feature,weight,threshold
Close,0.5962276014810741,0.8564096306557393
Volume,0.28968323556734094,0.8664874700203227
SMA_20,0.0,0.7650244051780429
SMA_50,0.6190085991741139,0.34620974335077875
SMA_200,0.0,0.4432722747154235
RSI,0.5750002850358273,0.6487875668252486
MACD,0.6747938015642336,0.4714521311355104
Signal,0.5589380080980073,0.6312508297816575
BB_Upper,0.4290040872739464,0.568833805384319
BB_Lower,0.8420701517722398,0.2923852192984046
Daily_Return,0.3780098559406284,0.5718349168481124
Volume_Change,0.4171860978318961,0.5218764346888559
