feature,weight,threshold
Close,0.0,0.5239016947549384
Volume,0.18381136153015015,0.1876176823139651
SMA_20,0.5147056812094138,0.4361886686827252
SMA_50,0.2999516445177189,0.65
SMA_200,0.008423436220076292,0.28546148515643044
RSI,0.8619366692962477,0.6395752151902996
MACD,0.4480879831511311,0.6262291318142156
Signal,0.8356591110090279,0.33342691716569794
BB_Upper,0.05204346890619403,0.38897941554931453
BB_Lower,0.4237187451097304,0.6171856077078426
Daily_Return,0.7535045630002579,0.9171272367830327
Volume_Change,0.9476368698254243,0.2984411348037252
ATR,0.3054404743828593,0.6412286035471241
OBV,0.0,0.865060202158319
VWAP,0.0,0.6209955926749736
Williams_R,0.3566716370954934,0.001779376923217807
Stoch_K,0.05708439408462432,0.15302557603988734
