feature,weight,threshold
Close,0.42037955694481866,0.39026445422993394
Volume,0.509395647412355,0.39675069238502053
SMA_20,0.7901923693438909,0.2104491879918866
SMA_50,0.35966629366661096,0.252403605931831
SMA_200,0.15138956804850873,0.7864348967518023
RSI,0.027344472489592816,0.034026477811952116
MACD,0.7613037885246244,0.0
Signal,0.9344016530739964,0.8622678210596066
BB_Upper,0.0,0.9873509357530611
BB_Lower,0.34163518840321383,0.6129238959949624
Daily_Return,0.8678412880805133,0.3616180986467086
Volume_Change,0.582339078949077,0.6050868964051237
