feature,weight,threshold
Close,0.01853862049517476,0.21307493439900238
Volume,0.38299232940568445,0.11792703523409817
SMA_20,0.5234238478448924,0.1786002424430196
SMA_50,0.985046696720871,0.8607676949546045
SMA_200,0.7034942086334499,0.3422690742880228
RSI,0.8144738760309339,0.07498569792384321
MACD,0.5158988962444213,0.40095465487826343
Signal,0.4932448747446174,0.0723865238843106
BB_Upper,0.608116718309394,0.178918335799363
BB_Lower,0.16997852119578571,0.6558728609828406
Daily_Return,0.6071930529786859,0.8709536396226987
Volume_Change,0.6829650504766317,0.2878545256568301
ATR,0.5111729625007231,0.356692799655421
OBV,0.7491741573155329,0.6227798287143823
VWAP,0.2995124902746459,0.6234105014338731
Williams_R,0.4667242163194867,0.927754434459754
Stoch_K,0.127225961891828,0.20389094665561408
