feature,weight,threshold
Close,0.23271948977297238,0.3800276798784178
Volume,0.7620165759467776,0.6
SMA_20,0.16527852214069813,0.5612959798677697
SMA_50,0.4241318626394809,0.6
SMA_200,0.9673691353744343,0.4650865525976277
RSI,0.060251648089429934,0.5277728899645802
MACD,0.10942829490056719,0.6
Signal,0.6626620410490032,0.3295710356364645
BB_Upper,0.12755486668692265,0.43263041019627146
BB_Lower,0.40790342009444785,0.6
Daily_Return,0.0,0.0
Volume_Change,0.8628471016372838,0.6
ATR,0.3377485022378473,0.5574107150878331
OBV,0.9821257941879751,0.10531895328778033
VWAP,0.19215044781960372,0.16261695020644304
Williams_R,0.8599476019606538,0.5617155709466604
Stoch_K,0.6684833037409378,0.5761639865698859
