feature,weight,threshold
Close,0.3261735242103353,0.3081248981234791
Volume,0.2168272356074956,0.2687724120815751
SMA_20,0.4098362073182876,0.6634275370131553
SMA_50,0.6655739984395382,0.7427844041500679
SMA_200,0.043455881474470576,0.8317027989494074
RSI,0.0,1.0
MACD,0.2948063898951939,0.15525697961760804
Signal,0.7598660936624747,0.5217975081058882
BB_Upper,0.22014617606807,0.26442123601415024
BB_Lower,0.5327222880728826,0.5443532555937488
Daily_Return,0.860569919294376,0.3353135972383085
Volume_Change,1.0,0.20130747562266574
ATR,0.8290875833359028,0.5852080015396605
OBV,0.5213641763590274,0.3739856688925335
VWAP,0.6192246416733022,0.27316338137925766
Williams_R,0.8771294405482052,0.6281242360878617
Stoch_K,0.07791420899191373,0.2304908832001893
