feature,weight,threshold
Close,0.8446692174169692,0.7828353716656062
Volume,0.26936787318696054,0.3605493061629294
SMA_20,0.8744832693728652,0.1
SMA_50,0.0,0.643678207520979
SMA_200,1.0,0.7190384075261945
RSI,0.6779275647880433,0.0
MACD,0.7920796785166032,0.5234864220839487
Signal,0.6554224603695664,0.3949404242099036
BB_Upper,0.44314953498032494,0.6154125144627742
BB_Lower,1.0,0.5188763956908145
Daily_Return,0.9134336598130639,0.12104377308318891
Volume_Change,0.9646009735370167,0.5919200939605731
ATR,0.8969901102612267,0.4192420836514488
OBV,0.6825742299233648,0.5508559489516155
VWAP,0.8824633297021849,0.7119173467668163
Williams_R,0.0,0.8547210536789817
Stoch_K,1.0,0.2510047760348134
