feature,weight,threshold
Close,0.6591208459117645,0.6859383191971328
Volume,0.9089730055498839,0.035040173974696415
SMA_20,0.9400190108075147,0.6537304725769206
SMA_50,0.41391212494663904,0.33901585757326036
SMA_200,0.2713397744507344,0.6554593927200013
RSI,0.15752334131747947,0.5447916979337575
MACD,0.5647754693403223,0.9355813900358089
Signal,0.9296321877242243,0.13979699812765745
BB_Upper,0.9775059841289311,0.590369207184066
BB_Lower,0.8556421217024035,0.3329119338291258
Daily_Return,0.0046855940110668536,0.19876093457577365
Volume_Change,0.8047643574968019,0.4159546750867226
ATR,0.8781474246555374,0.0
OBV,0.48203075958635055,0.7138851915414229
VWAP,0.6330810823308622,0.6124455153398519
Williams_R,0.4214935366068476,0.5053976545593862
Stoch_K,0.19990820247510832,0.25454931462728214
