feature,weight,threshold
Close,0.0,0.14029990592392122
Volume,0.7886168976958747,0.1652766759373221
SMA_20,0.7185115931403162,0.5792279607154209
SMA_50,0.0,0.383458519717643
SMA_200,0.0,0.12685379584037054
RSI,0.7890091141871924,0.14617324419269828
MACD,0.7200370116270739,0.2989541617768993
Signal,0.022231325359723702,0.3269184204196985
BB_Upper,0.02586390003860764,0.5662506789199324
BB_Lower,0.2174204810742248,0.6
Daily_Return,0.05563928543302708,0.1951534810280725
Volume_Change,0.6202143147907456,0.6
ATR,0.35701434772080315,0.3129423140792602
OBV,0.07402613595911504,0.5778305528097767
VWAP,0.23881137270073285,0.6
Williams_R,0.9047059560543574,0.19691113708436514
Stoch_K,0.19983852193333992,0.6
