feature,weight,threshold
Close,0.45683739271318013,0.2497132690460596
Volume,0.21776819941344241,0.6
SMA_20,0.25876417383815514,0.6
SMA_50,0.22150740664600338,0.4985280397676671
SMA_200,0.2817237572945661,0.6
RSI,0.42002509962027074,0.5758183176918037
MACD,0.4702198077706061,0.5687411959528937
Signal,0.8326781960578374,0.26822397691920963
BB_Upper,1.0,0.5388254992142123
BB_Lower,0.27006799304305124,0.6
Daily_Return,1.0,0.4710962061431325
Volume_Change,0.6547537258816178,0.34362597314613713
ATR,0.41089655215714066,0.25974027527748283
OBV,0.40257319188019725,0.5321957151992849
VWAP,0.9406256148514266,0.6
Williams_R,0.18039771328281218,0.6
Stoch_K,0.0,0.10596149418569786
