feature,weight,threshold
Close,0.7127496937612997,0.8639447026266568
Volume,0.29564185294575135,0.07386631295853735
SMA_20,0.43093914845884185,0.730140591249352
SMA_50,0.5302676058663186,0.30766546637903003
SMA_200,0.16971410509856066,0.1353070787270333
RSI,0.7965717298026914,0.6889014524529722
MACD,0.3023943831328659,1.0
Signal,0.17658476262873907,0.42185884233019644
BB_Upper,0.07996331072446651,0.3153024954478654
BB_Lower,0.9632371775728923,0.38478189993237616
Daily_Return,0.5832890147306539,0.5522521391747232
Volume_Change,0.6860498695059002,0.6218620306543405
