feature,weight,threshold
Close,0.05197704123115979,0.6
Volume,0.3996668378088485,0.4351501313419197
SMA_20,1.0,0.5107873574744729
SMA_50,0.40864044985629516,0.49681342622510294
SMA_200,0.15800295472121165,0.6
RSI,0.11212973713781471,0.6
MACD,0.7193554686295609,0.6
Signal,0.5024439601014112,0.4443399400015212
BB_Upper,0.032663658271424055,0.5995255485806235
BB_Lower,0.2934977596979791,0.6
Daily_Return,1.0,0.3535179695023125
Volume_Change,0.9010070215082999,0.12012571485578012
ATR,0.2687797601091286,0.6
OBV,0.6056554276547057,0.03429741823957346
VWAP,0.0,0.6
Williams_R,0.7466009640551217,0.6
Stoch_K,0.6718874323034874,0.4759167337157443
