feature,weight,threshold
Close,0.6154575089773292,0.8026732302515744
Volume,0.7100053810884532,0.23263017539224956
SMA_20,0.046217407990072984,0.9148932209471426
SMA_50,0.5409957295366935,0.5489780665294601
SMA_200,0.9992374216468404,0.8161698705154429
RSI,0.20116884383365183,0.24708831393665498
MACD,1.0,0.37891375855910925
Signal,0.4786953443176344,0.32285654430147304
BB_Upper,0.6565044186961675,0.5890796015221822
BB_Lower,0.5774235137318674,0.6076580581050375
Daily_Return,0.0,0.2522743601009404
Volume_Change,0.9864197848061165,0.7404453547781268
ATR,0.7189311351555379,0.9269303625596667
OBV,0.9195484023132204,0.08004697945390261
VWAP,0.2718886640910708,0.09126361306665173
Williams_R,0.5561082381909356,0.7569026405511722
Stoch_K,0.6447502584108864,0.7439902911655316
