feature,weight,threshold
Close,0.6712765450500143,0.5568324163707806
Volume,1.0,0.04374954626913442
SMA_20,0.8880419117110013,0.65
SMA_50,0.7159633714955245,0.8684610027879244
SMA_200,0.8694400829215131,0.46031609943168317
RSI,0.6400901681622821,0.4752549430669074
MACD,0.4438434253588517,0.0
Signal,0.16317815706414363,0.052808095847807573
BB_Upper,0.49964909007269,0.8782046573255264
BB_Lower,0.5909794227194279,0.8694539860295872
Daily_Return,0.14861732490394794,0.4177521812362863
Volume_Change,0.6598247539378167,0.49530851704046813
ATR,0.8735550860112922,0.9997643741242018
OBV,0.8964647069883768,0.10174532611380807
VWAP,0.4190909479994726,0.11017004510613315
Williams_R,0.5664676347973306,0.6239175756687865
Stoch_K,0.7295331759127776,0.5752866056967884
