feature,weight,threshold
Close,0.2374568858483959,0.17923394590047295
Volume,0.6512796473433522,0.669498251598763
SMA_20,0.004297857243220049,0.2309366018261589
SMA_50,0.390582069400105,0.4045522656953582
SMA_200,0.6365621702778671,0.29830041012853425
RSI,0.8787636197825396,0.4935381216752271
MACD,0.05925205638618239,0.8576507890400625
Signal,0.5328873733091388,0.35055265920867273
BB_Upper,0.1299613838250356,0.8675535320840208
BB_Lower,0.41273231862913795,0.6316166870402635
Daily_Return,1.0,0.6495210305774314
Volume_Change,0.4379896029203726,0.5643926803591786
