feature,weight,threshold
Close,0.07594836590520748,0.04993128300882061
Volume,0.6904019545155015,0.10984264651889766
SMA_20,0.4661466856820096,0.6
SMA_50,0.32233877280804424,0.34351884636033003
SMA_200,0.0,0.6
RSI,0.6489228127893538,0.15124403429601982
MACD,0.23716212727408195,0.48650845332781945
Signal,0.0,0.2673082076899548
BB_Upper,0.05722507901357668,0.6
BB_Lower,1.0,0.6
Daily_Return,0.5421317675843923,0.5246585760601212
Volume_Change,0.6401166682565704,0.4739432178982246
ATR,0.7822656508413789,0.2982711606330398
OBV,1.0,0.6
VWAP,0.29360721679369023,0.21093438848871293
Williams_R,0.6552952797591827,0.6
Stoch_K,0.6343876934677628,0.01813021965344236
