feature,weight,threshold
Close,0.4806076309423065,1.0
Volume,0.8061698107048998,0.7579521107902871
SMA_20,0.0555679169068779,0.239037437725531
SMA_50,0.06950889388643151,0.6876650491660925
SMA_200,0.36200500604537744,0.791857933647693
RSI,0.0,0.14617324419269828
MACD,0.09734286165826893,0.6408886345861594
Signal,0.8677389537760112,0.5798280804894241
BB_Upper,0.0,0.20905765860224146
BB_Lower,0.0,0.1637250136195057
Daily_Return,0.9258414148168043,1.0
Volume_Change,0.30215355249488435,0.16590686787653364
ATR,0.11133614532977291,0.6687591082867839
OBV,1.0,1.0
VWAP,0.11967255586489434,0.6936079831275043
Williams_R,0.3588577438956833,0.628196800516067
Stoch_K,1.0,0.9903216643262726
