feature,weight,threshold
Close,1.0,0.24215406538140233
Volume,0.2918911857667405,0.9530617806057432
SMA_20,0.5348981529758705,0.9370914917556212
SMA_50,0.6781935766356271,0.09126208792828701
SMA_200,0.17791248829614448,0.42459378380443996
RSI,0.5954520497655704,0.5826443493145376
MACD,0.4450160548539922,0.8925414947950872
Signal,0.12829325851112017,1.0
BB_Upper,1.0,0.9718038186467113
BB_Lower,0.07620195073157808,0.5558774048757611
Daily_Return,0.7475826161392121,0.29741195909358
Volume_Change,0.04238362485429473,0.9073375163529884
ATR,0.8539738940578406,0.4741687294826181
OBV,0.010934721110663737,0.17435826965261156
VWAP,0.49804479659815537,1.0
Williams_R,0.6481611113184395,0.0508597093128746
Stoch_K,0.36013655629552016,0.22383688066381646
