feature,weight,threshold
Close,0.44821608757116616,0.14686373482140425
Volume,0.6131094189941395,0.3851677373559692
SMA_20,0.3394777542089027,0.2667344329522167
SMA_50,0.0,0.327923883530704
SMA_200,0.24359674535860742,0.0
RSI,0.35535252588127475,0.6783106084017082
MACD,0.027226643941610576,0.8274408525087472
Signal,0.74425388005068,0.7566494274166153
BB_Upper,0.21451453868301465,0.13226386950669755
BB_Lower,0.21966086787256478,0.1746895096628171
Daily_Return,0.26943649460194585,0.5221436577787307
Volume_Change,0.4459489790229274,0.962664865246064
