feature,weight,threshold
Close,0.14393684377088312,0.38207365201842636
Volume,0.49980339833677134,0.4627081543276465
SMA_20,0.6131495538272097,0.31424318844755417
SMA_50,0.8436526786334154,0.22966853203471627
SMA_200,0.6379051136496854,0.26336270970424325
RSI,0.6943804247680099,0.9150141033013043
MACD,0.20172351369749109,0.7671470708925578
Signal,0.6269030253782848,0.23623547254216387
BB_Upper,0.3403494594767734,0.3050741281005099
BB_Lower,0.13127599472276621,0.8671745863440897
Daily_Return,0.1440596497904134,0.14342967229802533
Volume_Change,0.9247067528711044,0.559093942632475
