feature,weight,threshold
Close,0.052588776722612626,0.5615785803804911
Volume,0.9903536784801961,0.3886699679960416
SMA_20,0.32985006416969237,0.4936575364727498
SMA_50,0.6041885847693605,0.49155704328219685
SMA_200,0.7421742880419379,0.6921384040369833
RSI,0.5856936611646626,0.2344037033544412
MACD,0.45868315023792366,0.35470246533430605
Signal,0.0,0.6134972701694361
BB_Upper,0.0,0.6914432570472494
BB_Lower,0.8536098281237203,0.09353587764176706
Daily_Return,1.0,0.2649122475616966
Volume_Change,1.0,0.16929694137992018
ATR,0.7290886525364326,0.06860075235459205
OBV,0.0018835331100445173,0.6202663914701189
VWAP,0.19902441341634375,0.8354135881600158
Williams_R,0.18106187659058182,0.11334939107301524
Stoch_K,0.21927641235605533,0.15357262685364
