feature,weight,threshold
Close,0.1219779322879252,0.2732435407495223
Volume,0.8005896302741555,0.332525893771288
SMA_20,0.0,0.5060515519464728
SMA_50,0.0,0.7150228143814124
SMA_200,0.36665561984968914,0.8194117935078729
RSI,0.5751188876072723,0.28058862053274936
MACD,0.7240323190891578,0.23457822974383452
Signal,0.5345222295646743,0.25243629054958727
BB_Upper,0.0,0.3280383772113768
BB_Lower,0.8608421262680362,1.0
Daily_Return,0.07476592626225338,0.33843958600154517
Volume_Change,0.5706304277801879,0.8802916232482094
ATR,0.3592043972677377,0.9887925125503138
OBV,0.37854076682210797,0.8925826915736684
VWAP,0.5111768386310035,0.4306954852929955
Williams_R,1.0,0.1343669133130615
Stoch_K,0.14958538527112109,0.03215878680720355
