feature,weight,threshold
Close,0.5113077937038337,0.6
Volume,0.5268437585741318,0.18371472628515728
SMA_20,0.16250223777647135,0.44635897406067326
SMA_50,1.0,0.5923736145649399
SMA_200,0.08217079803591885,0.5557796343139991
RSI,0.8404780683223013,0.5787412241891484
MACD,0.5659643269065877,0.3001977879987146
Signal,0.7891785943233667,0.3151117474359512
BB_Upper,0.2737928181128317,0.41529320368367006
BB_Lower,0.08176074133285507,0.02212399969514535
Daily_Return,0.11043829559148365,0.6
Volume_Change,0.30067334986378647,0.1300218708936159
ATR,0.22208081166936494,0.5645387513875181
OBV,0.0,0.11715784856058839
VWAP,0.2963332764366035,0.5358662480011982
Williams_R,0.26864240739022344,0.1343669133130615
Stoch_K,0.09975563820826203,0.5376606834206223
