feature,weight,threshold
Close,0.6719752268538518,0.8641368291927248
Volume,0.12384011984799527,0.17371383551787767
SMA_20,0.9997653369143439,0.3420106875398867
SMA_50,0.06332847870255809,0.2743728461967858
SMA_200,0.8725317491484982,0.7657476235879918
RSI,0.616390201959685,0.5679342304284926
MACD,0.8527569805089944,0.8539843761472291
Signal,0.9338184900550635,0.0
BB_Upper,0.32049116167801617,0.48137539726165823
BB_Lower,0.9761283906917078,0.6010221291160275
Daily_Return,1.0,0.18280877043097654
Volume_Change,0.6177889085055832,0.4081260651863099
