feature,weight,threshold
Close,0.7470271437557139,0.702850231641826
Volume,0.11477220644483684,0.7590409024824245
SMA_20,0.5067162985137545,0.8078015712638411
SMA_50,0.9496309133505485,0.7279552170837659
SMA_200,0.1254314850729394,0.5168648356064898
RSI,0.008623236719617108,0.5004449987912161
MACD,0.7713236783806062,0.33202649438282755
Signal,0.9944568061960196,0.3388384542578131
BB_Upper,0.7939636937521574,0.8177900643093189
BB_Lower,0.0,0.0
Daily_Return,0.8429718955919233,0.4523164541344108
Volume_Change,0.42590577160133164,0.474124428722242
ATR,0.8586176222152189,0.917724745565925
OBV,0.9241571919917688,0.6929604601360368
VWAP,0.6961796149953345,0.2642998618294772
Williams_R,0.9011222241571981,0.6570952987111244
Stoch_K,0.4700117950683418,0.029314338595019498
