feature,weight,threshold
Close,0.0882179424621452,0.1
Volume,1.0,0.361730663417431
SMA_20,0.5183042758451654,0.1
SMA_50,0.0,0.0
SMA_200,0.18142697267569358,0.2633338126689003
RSI,0.2116874723497014,0.32843621582387306
MACD,1.0,0.6
Signal,0.4148191865588976,0.295663402238419
BB_Upper,0.1182144240087028,0.5991777197143547
BB_Lower,0.7973479006912971,0.3776616619898533
Daily_Return,0.39005985099882995,0.40687795368010843
Volume_Change,0.7569346359009186,0.6
ATR,1.0,0.541671520139027
OBV,0.0,0.1
VWAP,0.0,0.3709481745514187
Williams_R,0.35941082809905706,0.6
Stoch_K,0.371711259829534,0.6
