feature,weight,threshold
Close,0.12369020697936328,0.5788496588404379
Volume,0.7172414569346132,0.4025244266902875
SMA_20,0.6941873681794044,0.7258541067596229
SMA_50,0.26671555912104494,0.7544780617602734
SMA_200,0.5694528809487046,0.49567037842450895
RSI,0.8706445430562706,0.5095951749312444
MACD,0.694143733712919,0.4898242560924627
Signal,0.7513122826643185,1.0
BB_Upper,0.47030040951607127,0.6799408240560204
BB_Lower,0.16045313755957122,0.44923964947562006
Daily_Return,0.952383879248839,0.8847298012685891
Volume_Change,0.6961376065983942,0.4788698628871401
ATR,0.7826666536592464,0.5806213487368278
OBV,0.0,0.07547764578041333
VWAP,0.18684130457744028,0.48583910779524425
Williams_R,0.28164548982764936,0.6454284561565634
Stoch_K,0.5488817309253593,0.8768322157444185
