feature,weight,threshold
Close,0.5696402474237688,0.11306173605616661
Volume,0.0,0.57858321532569
SMA_20,0.36419096811850876,0.1359306488949551
SMA_50,0.8604354913731237,0.4097833382986642
SMA_200,0.40021202117659815,0.6
RSI,0.4784934381414848,0.4951450881898842
MACD,0.9735458977120935,0.23071998600097177
Signal,0.6622865196576463,0.23645549186293618
BB_Upper,0.9943549569487614,0.6
BB_Lower,0.7524429316876206,0.5066111397598535
Daily_Return,0.3423150062476059,0.3323771350361646
Volume_Change,0.866758029852488,0.3312510603113281
ATR,0.21449904688741026,0.08230138309945842
OBV,0.5574747495870991,0.0
VWAP,0.4232055263562055,0.16343372885038573
Williams_R,0.950725384057285,0.5801629876663286
Stoch_K,0.2371621258216472,0.4173577923716436
