feature,weight,threshold
Close,0.0,0.4953614567617563
Volume,0.3627425920353752,0.7107144207350691
SMA_20,0.7489061002435033,0.686228688793405
SMA_50,0.6140802133233138,0.2132410092574549
SMA_200,0.0,0.28689241356345485
RSI,0.7696172324412583,0.25043308673188824
MACD,0.17962258920164742,0.4087154005492059
Signal,0.9410762847646973,0.5824447415393774
BB_Upper,0.1867451720880633,1.0
BB_Lower,0.4352048737993013,0.8968478549157481
Daily_Return,0.3668536893031774,0.7254833612302477
Volume_Change,1.0,0.6274163613894181
ATR,0.6815224555496657,1.0
OBV,0.6200895498171912,0.47540108470166165
VWAP,0.03810418610307638,0.4659048913766408
Williams_R,1.0,0.5735634608164628
Stoch_K,0.3493287116001261,0.9503362867920359
