feature,weight,threshold
Close,0.47673048376649696,0.05713803336960141
Volume,0.7701888335215248,0.5243216595618927
SMA_20,0.8549508449259455,0.5829042991150175
SMA_50,0.4876625360077695,0.7166549988320504
SMA_200,0.1092494775117469,0.14906056635542797
RSI,0.40910802105152594,0.4607975128374056
MACD,0.0,0.8529042966840928
Signal,0.9891996798910007,0.2740450827855706
BB_Upper,0.7139755923007809,0.28064375692553145
BB_Lower,0.7223749626438668,0.65
Daily_Return,0.044226577324539676,0.1
Volume_Change,1.0,0.46694000749179293
ATR,0.13982026324268756,0.6961891699548506
OBV,0.27800683991701547,0.6582315285615474
VWAP,0.6429018318280684,0.7662353300370081
Williams_R,0.41099045345261653,0.4729448575056735
Stoch_K,0.06733142552141336,0.05164574000554302
