feature,weight,threshold
Close,0.1542788946580923,0.17350485006145536
Volume,0.7767262137534724,0.14047444793179278
SMA_20,0.9552845679871049,0.25856618402916864
SMA_50,0.14716620836127312,0.28131517387388294
SMA_200,1.0,0.03273630481752271
RSI,0.09616650052884271,0.1308624758705072
MACD,0.6379044060493844,0.2794118233471305
Signal,0.0,0.6
BB_Upper,0.31852633710829,0.5860736647432785
BB_Lower,0.025521894946925715,0.29655987855841004
Daily_Return,0.6841128988424081,0.4077939683304327
Volume_Change,0.6105136773467734,0.4065022037671103
ATR,0.4318950019064133,0.4137797538656221
OBV,0.9488395519038482,0.318992441963063
VWAP,0.6243634234265665,0.12352670961049005
Williams_R,0.6545735363069363,0.4035684630229331
Stoch_K,0.4814429163481766,0.3200954946285656
