feature,weight,threshold
Close,0.5863684069122893,0.4797383066464797
Volume,0.8517638377571493,0.14221450956209458
SMA_20,0.23237463065612976,0.5217740863004019
SMA_50,0.6843843547948062,0.589119655202043
SMA_200,0.296744740324093,0.5944833912906247
RSI,0.32627202738461686,0.6
MACD,0.6716128088558587,0.5724468624549902
Signal,0.7310386229670265,0.4970906618065981
BB_Upper,0.8425216371191945,0.6
BB_Lower,0.4140693012810069,0.3901883857089618
Daily_Return,1.0,0.0
Volume_Change,0.06032264308599214,0.30789096602609356
ATR,0.5021731146558183,0.5760401471648928
OBV,0.6699361628467541,0.5184076346991325
VWAP,0.11599165677069222,0.4782221235506845
Williams_R,0.24783956295135812,0.1339336000819044
Stoch_K,0.020534567470066222,0.6
