feature,weight,threshold
Close,0.0,0.07989768307116674
Volume,0.8139200636465367,0.6
SMA_20,0.4138424015621369,0.563607173587056
SMA_50,0.5538203919802207,0.6
SMA_200,0.14948171296503548,0.5459273663336697
RSI,0.0,0.4141066188680852
MACD,0.5026185954151409,0.4522243240723483
Signal,0.9612702040842808,0.1342136878403786
BB_Upper,0.29384971727412307,0.6
BB_Lower,0.3671937463531004,0.6
Daily_Return,0.8124525595768901,0.4880224405413793
Volume_Change,0.10463431469089265,0.09192789102623174
ATR,0.49960943481637554,0.3494341132582426
OBV,0.19257565311251762,0.4018240694158702
VWAP,0.1339387986766577,0.6
Williams_R,1.0,0.13935955904589534
Stoch_K,0.39832060163562816,0.6
