feature,weight,threshold
Close,0.6784932537892698,0.43758577415670646
Volume,0.6474108228760695,0.0
SMA_20,0.1350508046797747,0.5493310181994143
SMA_50,0.5455924382695575,0.6
SMA_200,0.9170054970616747,0.6
RSI,0.5791322533997945,0.513466503796189
MACD,1.0,0.2978437726175497
Signal,0.25661030893175857,0.1382870014941071
BB_Upper,0.2534539667352514,0.6
BB_Lower,0.08960133266040901,0.5256635099945953
Daily_Return,0.0,0.05339631730192623
Volume_Change,0.8579197213258983,0.4138462782350172
ATR,0.42503404721038934,0.5361433073794719
OBV,0.954268276760615,0.0
VWAP,0.04618483307026765,0.0
Williams_R,0.8969873789774782,0.5642717031142497
Stoch_K,0.9028170359964044,0.5240200299941543
