feature,weight,threshold
Close,0.0,0.034456175281000714
Volume,0.6484196215740167,0.14299706770090517
SMA_20,0.9425092633198067,0.5271818734613348
SMA_50,0.7390746290164124,0.08555764101839314
SMA_200,1.0,0.3756059721287023
RSI,0.6540251403908475,0.8750233187739541
MACD,0.5756330253200274,0.5060107633118219
Signal,0.6013167805719457,0.31000243191393273
BB_Upper,0.9474930450447849,0.051140188563306335
BB_Lower,0.39554226654837,0.08329724542354949
Daily_Return,0.3212263120806623,0.16913470738285574
Volume_Change,0.27370040763478487,0.2570200156484578
ATR,0.9668873932613989,0.9133811065621014
OBV,0.05377904280423171,0.3599386563238278
VWAP,0.045903820954290714,0.07130453418484539
Williams_R,0.011331242156316743,0.002235204747397135
Stoch_K,0.019422788058740426,0.41158180652011744
